Cd,Cu,Pb,Zn,Alkal,BOD,COD,Fecal_Col,Hardness,NO2,NO3,TDS,TSS,TKN,Total_P,Temp,DO,DO%,pH,Turb,Cond,Level,Flow,WQI
0.0002,0.002,0.003,0.012,45,2,12,160,38,0.169,0.01,95,13,0.451,0.053,18.61,4.59,49.1,7.25,9.49,125,,,73.65
0.0002,0.003,0.003,0.013,57,2,9,200,56.1,0.136,0.01,112,15,0.353,0.026,18.52,7.53,80.4,7.24,9.79,161,1.57,4.4,79.87
0.0002,0.002,0.003,0.014,33,2,15,1400,35.2,0.172,0.01,96,9,0.312,0.046,18.04,8.27,87,7.31,7.04,107,3.04,3.1,75.03
0.0002,0.006,0.003,0.016,49,2,14,4400,43.7,0.188,0.01,100,78,0.616,0.06,18.37,7.98,84.9,7.08,9.99,121,1.98,1.3,72.32
0.0002,0.003,0.003,0.019,80,2,15,540,80.8,0.205,0.01,145,20,0.495,0.119,18.68,8.4,90,7.29,5.68,211,,,77.05
0.0002,0.002,0.003,0.008,62,2,21,300,71.3,0.05,0.01,121,23,0.777,0.17,18.89,3.68,39.6,7.49,4.34,175,,,69.02
0.0002,0.005,0.003,0.012,72,2,18,480,71.3,0.05,0.01,170,2,0.429,0.097,18.74,7.75,83.2,7.47,3.52,275,,,77.57
0.0002,0.003,0.003,0.046,67,2,31,420,70.3,11.5,0.012,579,2,1.86,0.002,24.99,6.41,77.8,7.25,3.15,896,2.07,51,61.86
0.0002,0.005,0.004,0.036,18,2.76,25,9400,26,1.4,0.01,84,19,0.854,0.074,18.21,8.17,86.7,7.06,42.8,89,2.92,135,61.36
0.0002,0.011,0.011,0.058,25,3.87,38,20000,29,0.174,0.01,78,81,1.75,0.086,17.37,8.86,92.4,7.15,84.1,79,,,57.64
0.0002,0.003,0.003,0.029,22,2.46,24,8400,28,0.176,0.01,65,16,0.734,0.104,17.94,8.17,86.2,7.02,30.9,77,,,65.06
0.0002,0.003,0.003,0.024,25,3.22,26,3000,28,0.129,0.01,60,7,0.708,0.013,17.82,8.65,91,7.26,32.6,77,,,69.08
0.0002,0.008,0.003,0.028,22,2.66,25,17000,28,0.381,0.01,73,15,0.664,0.08,17.86,8.31,87.5,7.17,38.5,83,3.48,57,61.93
0.0002,0.004,0.003,0.021,21,2.07,25,7200,29,0.137,0.01,64,1,0.783,0.088,17.55,9,94.2,7.18,30.8,73,1.31,17,66.8
0.0002,0.003,0.003,0.024,23,2,24,4400,32,0.116,0.01,69,7,0.529,0.034,17.79,8.85,93.1,7.15,40.6,75,1.5,25,67.48
0.0002,0.005,0.003,0.029,16,3.12,23,8200,22,0.177,0.01,61,26,0.582,0.068,18.17,8.31,88.1,7.56,47.3,61,,,62.76
0.0002,0.007,0.003,0.022,20,2.86,35,9200,24,0.089,0.01,78,29,1.11,0.085,17.69,8.59,90.2,7.28,53.1,65,1.51,16,62.12
0.0002,0.007,0.004,0.033,34,2.56,31,5600,46,0.317,0.01,110,20,0.803,0.24,17.37,8.44,88,7.05,24.4,131,,,65.35
0.0002,0.013,0.006,0.033,21,3.47,32,9000,24,0.262,0.01,78,113,0.917,0.129,17.91,7.98,84,7.21,81.9,70,4.41,179,58.23
0.0002,0.002,0.003,0.009,34,2,17,1600,33,0.05,0.01,81,9,0.556,0.01,16.31,9.01,91.9,6.95,11,97,,,74.51
0.0002,0.002,0.003,0.011,26,2.26,17,2800,27,0.127,0.01,61,11,0.527,0.073,17.12,8.3,86.1,6.87,17.7,66,,,70.97
0.0002,0.002,0.003,0.014,23,2.36,18,2800,29,0.068,0.01,63,23,0.571,0.062,17.67,8.36,87.7,6.74,31.4,65,2.33,29,68.95
0.0002,0.004,0.003,0.006,30,2,11,600,31,0.05,0.01,86,19,0.426,0.019,16.48,9.06,92.8,6.76,11.3,73,3.73,16,75.97
0.0002,0.002,0.003,0.005,23,2,17,2200,24,0.05,0.01,65,15,0.484,0.029,17.27,8.9,92.6,6.63,18.9,66,2.93,15,71.92
0.0002,0.003,0.003,0.024,28,2,22,2000,38,0.089,0.01,74,15,0.644,0.14,17.48,8.81,92.1,6.87,19.2,76,,,71.44
0.0002,0.002,0.003,0.012,29,3.24,28,2200,31,0.05,0.01,86,20,0.929,0.075,18.54,9.42,100.6,6.87,28.3,91,,,69.74
0.0002,0.005,0.003,0.009,35,2.07,35,3800,44,0.181,0.01,122,21,1.12,0.16,17.4,9.54,99.5,6.9,26.9,113,,,68.56
0.0002,0.008,0.009,0.046,25,4.42,39,11000,26,0.68,0.01,95,160,1.33,0.24,18.75,7.75,83.1,7.23,103,102,6.57,1040,63.61
0.0002,0.003,0.003,0.041,50,2,12,100,76,14.9,0.032,274,2,1.14,0.075,17.63,9.02,94.7,7.17,4.16,390,2.18,35,59.31
0.0002,0.005,0.003,0.036,112,3.38,21,1600,136,0.207,0.017,251,1,0.332,0.057,16.15,10.37,105.5,7.48,8.47,370,,,72.85
0.0002,0.005,0.003,0.038,45,2.88,23,2200,85,0.163,0.01,156,12,0.421,0.074,16.69,9.47,97.4,7.54,20.2,246,,,71.38
0.0002,0.004,0.003,0.017,49,8.04,35,800,55,0.162,0.01,130,2,0.459,0.058,16.06,7.58,76.9,7.36,17.8,149,,,67.28
0.0002,0.008,0.004,0.031,39,4.81,25,7000,79,0.419,0.011,156,19,0.551,0.13,76.98,10.7,110.7,7.16,26.4,218,3.52,59,63.9
0.0002,0.009,0.01,0.052,57,10.2,45,7200,61,0.17,0.01,117,117,0.747,0.18,18.82,13.14,135.4,7.44,70.1,114,2.05,62,53.65
0.0002,0.013,0.008,0.08,51,7.44,46,8600,22,0.141,0.01,62,205,0.702,0.34,17.67,13.09,137.3,7.45,166,64,4.91,421,58.35
0.0002,0.002,0.003,0.011,48,2.38,15,780,95,0.05,0.01,165,6,0.332,0.048,15.46,7.95,79.7,6.91,8.58,269,2.55,14,74.51
0.0002,0.002,0.003,0.006,39,2.08,9,188,71,0.05,0.01,140,6,0.357,0.024,15.62,7.16,72,7.02,6.66,213,1.19,2.8,79.41
0.0002,0.003,0.003,0.028,114,2.78,11,1800,125,0.163,0.01,241,5,0.334,0.185,15.98,8.53,86.4,7.06,10.9,349,,,70.86
0.0002,0.003,0.003,0.01,89,2,12,29,105,0.054,0.01,196,2,0.273,0.044,15.5,8.4,84.3,7.38,6.76,296,3.02,15,84.77
0.0002,0.002,0.003,0.005,31,2,5,560,29,0.064,0.01,80,2,0.774,0.011,14.76,9.02,89,7.71,3.83,103,0.7,8.6,77.74
0.0002,0.006,0.003,0.03,37,24.2,77,3200,35,0.169,0.019,123,10,0.875,0.43,15.85,5.45,55,7.03,7.07,107,,,46.6
0.0002,0.002,0.003,0.006,58,2,6,200,55,0.059,0.01,119,3,0.436,0.016,15.13,8.71,86.6,7.07,8.42,150,2.01,16,80.32
0.0002,0.002,0.003,0.005,30,2,6,900,28,0.153,0.01,82,12,0.361,0.025,15.32,9.24,92.3,7.14,14.2,92,3.69,15,74.98
0.0002,0.003,0.004,0.016,27,4,23,4200,24,0.094,0.016,58,55,0.572,0.073,15.92,8.76,88.6,6.91,42.8,76,2.9,14,65.33
0.0002,0.002,0.003,0.014,79,2.48,11,1400,71,0.16,0.01,146,9,0.437,0.062,15.9,9.44,95.4,6.99,13.6,184,,,73.26
0.0002,0.004,0.003,0.016,34,5.66,30,1800,30,0.05,0.01,88,88,1.2,0.145,16.41,8.69,88.9,7.12,56.4,95,,,64.02
0.0002,0.004,0.003,0.014,64,3.78,31,660,61,0.05,0.01,150,28,0.626,0.087,15.67,9.57,96.3,7.08,22.2,167,,,72.76
0.0002,0.004,0.003,0.063,73,2,25,76,64,17.6,0.01,444,1,1.46,0.265,20.05,8.48,93.5,6.83,2.26,655,2.16,54,56.09
0.0002,0.003,0.003,0.026,49,2,10,128,70,8.05,0.018,230,4,1.26,0.04,12.28,9.79,91.5,7.18,6.01,310,2.08,23,67.89
0.0002,0.002,0.003,0.017,100,2,6,440,127,0.492,0.01,229,1,0.416,0.034,10.35,22.17,198.2,7.5,5.44,316,,,50.8
0.0002,0.002,0.003,0.012,70,2,6,240,90,0.536,0.01,176,4,0.449,0.047,10.45,20.68,185.2,7.63,9.88,208,,,51.24
0.0002,0.002,0.003,0.007,40,2,7,620,45,0.275,0.01,109,8,0.381,0.014,11.05,20.65,187.5,7.58,10.8,120,,,49.66
0.0002,0.003,0.003,0.02,65,2,6,440,88,0.508,0.01,180,9,0.409,0.075,10.71,20.03,180.6,7.29,13.3,239,2.4,13,49.74
0.0002,0.002,0.003,0.01,65,2,5,280,84,0.378,0.01,154,4,0.355,0.029,12.79,21.46,202.7,7.67,7.66,780,1.22,15,51.47
0.0002,0.002,0.003,0.013,62,2,11,300,72,0.217,0.01,142,13,0.424,0.024,9.5,22.85,200.1,7.43,22.8,172,1.37,18,50.41
0.0002,0.002,0.003,0.017,67,2,11,196,77,0.247,0.01,156,4,0.524,0.018,9.11,11.02,95.6,6.99,14.9,191,2.37,5.1,79.43
0.0002,0.002,0.003,0.007,62,2,10,140,64,0.186,0.01,159,6,0.396,0.01,11.57,11.35,102,7.2,14.6,168,1.1,1.2,80.95
0.0002,0.002,0.003,0.022,102,2.11,10,300,131,0.463,0.01,257,11,0.366,0.31,10.31,11.92,106.5,7.09,15.5,350,,,73.48
0.0002,0.003,0.003,0.011,74,2,11,128,90,0.357,0.01,189,3,0.361,0.065,10.14,10.44,92.9,7.51,11.3,235,3.14,16,79.92
0.0002,0.002,0.003,0.005,24,2,8,88,29,0.184,0.01,81,4,0.503,0.021,9.76,15.13,133.2,7.19,9.47,59,1.28,58,81.03
0.0002,0.002,0.003,0.008,34,2,11,3400,33,0.32,0.01,84,12,0.381,0.034,11.47,13.37,122.6,6.73,13.2,880,,,70.76
0.0002,0.002,0.003,0.007,50,2,5,216,53,0.311,0.01,115,9,0.277,0.017,9.98,14.77,130.8,6.77,13.2,101,1.91,12,77.43
0.0002,0.002,0.003,0.005,28,2,5,144,30,0.317,0.01,90,6,0.232,0.01,10.49,15.33,137.4,6.71,11.8,92,3.66,9.2,77.97
0.0002,0.002,0.003,0.007,32,2,5,320,27,0.32,0.01,95,16,0.405,0.011,10.49,14.72,132,6.5,20.5,93,5.9,2.49,74.65
0.0002,0.002,0.003,0.006,70,2,5,168,74,0.428,0.01,140,3,0.266,0.025,10.57,15.06,135.3,6.78,6.93,182,,,78.59
0.0002,0.002,0.003,0.006,40,2,10,320,39,0.179,0.01,105,9,0.404,0.044,10.53,14.88,133.5,6.85,16.5,121,,,75.76
0.0002,0.003,0.003,0.011,42,2,13,300,49,0.197,0.01,130,33,0.432,0.025,10.21,22.22,197.9,6.84,36.6,156,,,48.79
0.0002,0.002,0.003,0.081,50,2.91,28,204,64,9,0.014,406,4,1.32,0.47,16.1,10.96,111.4,6.58,6.02,627,2.24,63,57.4
0.0002,0.004,0.003,0.024,48,2.01,5,144,77,4.65,0.151,201,4,1.85,0.099,10.04,10.76,95.5,6.86,15.5,258,2.11,27,70.2
0.0002,0.003,0.003,0.01,112,2,5,400,138,0.671,0.01,234,2,0.347,0.022,8.06,13.07,110.6,7.49,6.83,236,,,77.93
0.0002,0.003,0.003,0.007,60,2,5,180,83,0.505,0.01,172,2,0.432,0.026,8.46,11.72,100.1,7.54,10.5,175,,,80.25
0.0002,0.003,0.003,0.009,40,2,9,164,48,0.489,0.01,109,5,0.461,0.01,8.2,12.51,106.2,7.83,10.3,102,,,79.98
0.0002,0.002,0.003,0.009,85,2,5,51,79,0.814,0.01,166,10,0.464,0.018,8.68,12.49,107.2,7.02,11.9,191,2.15,6,82.7
0.0002,0.002,0.003,0.005,55,2,5,1,75,0.527,0.01,151,1,0.349,0.092,8.47,11.2,95.7,7.21,7.11,177,0.88,3.5,88.84
0.0002,0.002,0.003,0.006,62,2,5,980,78,0.353,0.01,149,3,0.293,0.014,8.14,11.99,101.6,7.45,12,155,0.8,2.3,75.08
0.0002,0.002,0.003,0.008,67,2,5,800,86,0.344,0.01,154,5,0.444,0.021,8.53,10.44,89.3,6.71,15.5,188,2.42,6.8,73.62
0.0002,0.004,0.003,0.007,54,2,7,208,65,0.259,0.01,136,9,0.631,0.014,7.82,10.86,91.3,6.69,26.2,135,1.09,1,76.44
0.0002,0.003,0.003,0.024,117,2,10,500,92,0.676,0.01,209,3,0.572,0.023,8.11,11.18,94.7,6.59,9.11,226,,,75.59
0.0002,0.003,0.003,0.013,71,2,8,460,94,0.438,0.01,167,6,0.668,0.022,7.84,11.35,95.5,7.04,16.7,171,3.24,20,76.5
0.0002,0.002,0.003,0.005,29,2,5,88,33,0.269,0.01,96,4,0.262,0.01,7.35,11.85,98.5,7.51,16.7,84,0.86,20,81.51
0.0002,0.002,0.003,0.005,35,2,5,340,37,0.358,0.01,92,3,0.264,0.01,8.26,10.84,92.1,7.2,15.1,83,,,77.8
0.0002,0.002,0.003,0.005,49,2,5,84,52,0.32,0.01,98,5,0.304,0.01,7.81,12.35,103.9,7.24,16.1,113,1.82,9.5,81.82
0.0002,0.002,0.003,0.005,28,2,5,96,28,0.409,0.01,71,6,0.273,0.01,8.17,11.19,94.9,7.25,17.7,78,3.63,8.5,81.02
0.0002,0.002,0.003,0.005,35,2,5,84,34,0.292,0.01,82,4,0.341,0.01,8.15,11.22,95.1,7.1,14.9,86,2.29,3.5,81.72
0.0002,0.002,0.003,0.005,72,2,5,72,78,0.572,0.01,125,5,0.174,0.01,8.67,12.07,103.6,7.29,13.7,155,,,82.4
0.0002,0.002,0.003,0.005,33,2,15,92,34,0.306,0.01,102,11,0.55,0.01,7.84,12.36,104,7.6,39.2,82,,,77.57
0.0002,0.004,0.003,0.005,53,2,7,124,65,0.346,0.01,116,4,0.637,0.023,8.24,12.47,100,7.39,19.6,139,,,80.44
0.0002,0.004,0.003,0.039,65,2,24,60,73,5.24,0.01,299,3,1.42,0.058,13.38,10.01,96,6.38,9.31,419,2.34,76,70.94
0.0002,0.003,0.003,0.054,44,2,12,124,73.5,6.93,0.138,220,4,1.17,0.027,9.51,13.27,116.3,7.45,3.6,336,2,20,69.43
0.0002,0.004,0.003,0.021,101,2,5,64,125,0.095,0.02,235,1,0.377,0.01,7.22,19.36,160.6,8.04,3.05,369,,,54.75
0.0002,0.002,0.003,0.016,64,2,5,920,91.1,0.297,0.01,146,3,0.322,0.011,6.99,13.89,114.5,8.11,4.53,244,,,75.25
0.0002,0.003,0.003,0.007,52,2,9,3200,56.8,0.238,0.01,90,6,0.5,0.01,7.02,14.78,121.9,8.1,5.36,152,,,72.59
0.0002,0.002,0.003,0.014,65,2,5,5,96,0.297,0.011,148,4,0.336,0.012,8.18,14.76,125.2,7.68,4.31,239,2.06,5.4,87.25
0.0002,0.003,0.003,0.01,54,2,6,1,75.5,0.142,0.01,126,3,0.437,0.059,8.26,14.42,122.6,7.72,3.34,204,0.89,3.9,89.28
0.0002,0.002,0.003,0.025,75,2,5,23,86.2,0.073,0.01,119,5,0.271,0.01,8.08,16.28,137.8,7.82,6.1,214,0.78,2.8,83.57
0.0002,0.002,0.003,0.015,87,2,5,64,102,0.066,0.01,152,4,0.364,0.015,5.86,14.46,115.8,7.21,6.5,260,2.38,4.8,84.12
0.0002,0.002,0.003,0.011,79,2,5,88,93.1,0.05,0.01,139,5,0.305,0.01,6.39,14.83,120.4,7.45,5.58,232,1.09,1,83.19
0.0002,0.002,0.003,0.022,102,2,5,104,142,0.271,0.01,231,5,0.287,0.019,6.36,14.29,115.8,7.35,9.57,74,,,81.67
0.0002,0.002,0.003,0.008,88,2,8,44,104,0.05,0.01,165,4,0.29,0.015,5.88,16.74,134.1,7.73,6.06,271,3.15,9.4,82.95
0.0002,0.003,0.003,0.005,31,2,7,152,35.3,0.097,0.01,74,3,0.672,0.01,9.56,12.88,104.3,7.91,6,103,0.88,10,81.51
0.0002,0.002,0.003,0.008,41.9,2,5,140,34.3,0.515,0.01,65,4,0.54,0.01,6.77,12.72,104.2,7.4,4.3,113,,,82.42
0.0002,0.002,0.003,0.007,64.2,2,5,136,65.7,0.67,0.01,95,2,0.578,0.012,6.16,11.74,94.8,7.14,4.98,170,1.57,3.9,82.02
0.0002,0.002,0.003,0.016,31,2,5,76,34.3,0.344,0.01,57,5,0.272,0.01,6.38,12.84,104.1,7.07,6.39,97,3.58,11,83.77
0.0002,0.002,0.003,0.006,42,2,5,100,43.1,0.193,0.01,66,2,0.303,0.013,7.19,13.72,113.5,7.04,7.44,118,2.16,2.8,82.16
0.0002,0.002,0.003,0.015,89,2,5,15,85.3,0.317,0.01,134,12,0.278,0.01,6.78,14.03,115,7.26,4.51,210,,,87.11
0.0002,0.003,0.003,0.005,55,2,11,300,53.9,0.059,0.01,103,6,0.426,0.01,8.13,14.49,122.8,7.37,7.51,149,,,79.42
0.0002,0.002,0.003,0.008,72,2,6,68,40.2,0.05,0.01,135,1,0.36,0.01,7.29,15.54,129,7.53,4.98,216,,,83.25
0.0002,0.004,0.003,0.138,63,3.05,26,100,65.7,4.86,0.014,372,9,1.32,0.05,12.62,11.63,109.6,7.11,3.52,587,2.3,70,72.51
0.0002,0.008,0.005,0.032,28,7.68,36,7400,36,1.44,0.044,119,115,2.87,0.032,17.11,9.58,99.3,7.32,84.7,140,2.75,103,55.31
0.0002,0.009,0.004,0.026,41,2.76,32,3000,51,0.556,0.01,118,8,1.25,0.02,17.1,10.9,113.1,7.34,24.1,144,,,70.08
0.0002,0.005,0.003,0.017,28,3.19,9,3600,35,0.519,0.01,99,7,0.892,0.03,17.59,9.98,104.5,7.17,28.6,120,,,68.64
0.0002,0.006,0.003,0.005,24,2.56,18,420,37,0.103,0.01,86,19,0.986,0.01,18.7,10.64,114,7.17,19,103,,,76.33
0.0002,0.006,0.003,0.018,36,4.27,19,3400,44,0.588,0.031,115,18,1.77,0.046,17.83,9.56,100.7,7.1,31.6,142,2.49,16,67.41
0.0002,0.013,0.003,0.016,30,2.66,20,108,34,0.438,0.026,105,16,1.31,0.047,18.16,10.1,107,7.18,29.6,118,1.08,9.9,77.59
0.0002,0.005,0.004,0.019,33,3.52,19,3000,39,0.315,0.022,88,45,1.45,0.023,20.16,9.6,106,7.4,33.5,103,0.83,4.7,69.12
0.0002,0.004,0.003,0.015,37,3.16,21,1800,38,0.248,0.022,98,13,1.27,0.028,17.86,9.14,96.3,7.78,24.7,129,2.56,15,70.83
0.002,0.004,0.003,0.006,66,2.76,18,2600,66,0.086,0.01,145,36,1.05,0.023,17.89,10.24,108,7.49,18.5,200,1.18,2.8,72.43
0.0002,0.007,0.007,0.034,65,3.46,22,3600,86,0.675,0.01,197,10,1.69,0.048,16.06,10.5,106.6,7.42,54.3,240,,,64.88
0.0002,0.007,0.003,0.021,40,3.26,11,4600,48,0.306,0.01,116,23,1.31,0.06,17.65,9.38,98.4,7.52,42.6,146,3.68,57,65.59
0.0002,0.003,0.003,0.007,21,3.18,5,1000,22,0.137,0.01,74,28,0.778,0.025,18.12,10.29,109,7.34,41.2,81,2.05,139,69.73
0.0002,0.002,0.003,0.007,24,2,5,500,28,0.199,0.01,71,7,0.572,0.019,18.28,10.7,113.7,7,22.2,83,,,75.73
0.0002,0.006,0.003,0.016,26,2.69,5,4800,29,0.275,0.01,88,38,0.971,0.038,16.94,10.62,109.7,6.78,86.2,94,2.81,44,61.18
0.0002,0.005,0.005,0.017,18,2.89,6,5800,22,0.34,0.01,82,174,1.06,0.049,17,11.1,114.9,6.67,143,59,4.45,50,69.89
0.0002,0.003,0.003,0.009,24,6.62,34,1040,24,0.205,0.01,77,25,1.07,0.048,17.92,10.95,115.6,6.62,43.6,99,2.81,11,63.16
0.0002,0.004,0.003,0.02,41,5.72,23,1000,47,0.344,0.01,109,19,0.779,0.048,17.5,11.48,120,6.84,65.2,134,,,63.1
0.0002,0.004,0.003,0.006,42,6.42,30,680,46,0.055,0.01,98,15,1.23,0.027,19.82,12.53,137.4,7.05,24.2,155,,,67.37
0.0002,0.004,0.003,0.007,56,4.52,21,700,64,0.184,0.01,133,5,0.889,0.047,18.63,13.13,140.5,7.32,17.9,189,,,47.34
0.0002,0.009,0.008,0.046,35,5.68,53,11400,88,0.67,0.01,141,118,2.36,0.133,17.76,8.44,88.7,7.5,77.2,178,4.21,410,55.39
0.0002,0.012,0.005,0.03,42,8.13,32,33000,63,1.86,0.061,134,9,1.96,0.169,17.46,7.06,73.8,7.71,17.5,124,2.31,46,54.38
0.0002,0.008,0.003,0.032,30,5.22,34,14000,42,0.641,0.044,93,9,1.62,0.089,16,8.08,81.9,7.68,15.9,77,,,61.55
0.0002,0.011,0.004,0.039,42,6.93,31,25000,55,0.451,0.041,116,7,1.62,0.134,16.95,5.98,61.8,7.45,12.8,105,,,55.51
0.0002,0.003,0.003,0.023,40,3.92,24,7200,44,0.469,0.024,98,8,1.28,0.044,15.93,7.1,71.8,7.58,16.2,82,,,65.2
0.0002,0.008,0.004,0.085,45,6.93,37,10400,60,0.797,0.054,128,9,1.42,0.168,17.06,6.47,67.1,7.37,14.2,113,2.52,17,58.54
0.0002,0.006,0.003,0.031,43,7.53,30,4400,53,0.359,0.047,126,7,1.73,0.163,16.63,7.62,78.2,7.46,12.3,59,1.01,7.9,62.43
0.0002,0.003,0.003,0.024,57,4.02,20,3800,64,0.363,0.019,117,8,1,0.079,16.73,7.38,76,7.5,15.1,108,0.84,5,67.6
0.0002,0.003,0.003,0.02,55,6.75,33,12000,61,0.233,0.026,124,12,1.26,0.151,17.72,7.11,74.7,6.93,25.2,110,2.51,12,57.15
0.0002,0.004,0.003,0.011,71,4.1,28,2800,74,0.21,0.015,174,11,1.18,0.092,17.39,6.79,70.9,7.29,15.5,126,1.11,1.5,68.15
0.0002,0.01,0.006,0.061,45,12.8,51,33000,61,0.731,0.052,236,61,2.01,0.23,15.63,8.84,88.9,7.16,41.1,218,,,51.73
0.0002,0.006,0.004,0.02,45,4.5,31,10800,79,0.332,0.025,237,10,1.44,0.093,17.11,6.82,70.8,7.48,14.3,203,3.23,23,62.28
0.0002,0.002,0.004,0.01,33,2,10,600,34,0.13,0.01,86,6,0.539,0.02,17.4,7.75,80.8,7.34,3.88,102,0.8,19,77.52
0.0002,0.004,0.003,0.018,41,4.48,22,14000,39,0.349,0.01,104,6,0.842,0.095,15.23,6.82,64.8,6.5,7.46,96,,,60.56
0.0002,0.002,0.004,0.014,61,2,10,620,62,0.265,0.01,130,9,0.627,0.02,16.15,5.77,58.6,6.72,14.4,122,1.64,5,70.54
0.0002,0.002,0.005,0.027,32,2,10,900,35,0.312,0.01,102,101,0.669,0.063,14.68,9.26,91.2,6.85,57.7,101,3.84,19,68.25
0.0002,0.002,0.004,0.018,33,4.47,18,1400,33,0.4,0.01,93,41,0.147,0.061,15.71,8.02,80.7,6.65,41.8,112,2.5,6.3,65.83
0.0002,0.002,0.003,0.009,82,2,5,780,88,0.474,0.01,151,5,0.618,0.029,16.25,7.64,77.8,6.89,8.02,203,,,74.64
0.0002,0.002,0.003,0.006,51,3.37,13,880,48,0.179,0.01,108,16,0.799,0.046,16.54,8.01,82.1,7.01,12.1,146,,,73.02
0.0002,0.003,0.004,0.01,74,2.11,19,720,81,0.267,0.01,140,8,0.861,0.056,15.7,8.22,82.8,7.01,6.24,213,,,76.55
0.0002,0.002,0.007,0.077,84,2.35,31,640,73,2.65,0.016,393,24,1.75,0.25,20.19,7.6,79.1,6.6,9.06,603,2.97,168,68
0.0002,0.005,0.004,0.032,41,2.59,26,660,55,5.13,0.016,160,18,2.46,0.061,20.28,8.51,94.1,7.25,19.9,200,2.4,56,65.53
0.0002,0.005,0.003,0.025,75,2,25,300,89,0.609,0.01,168,7,1.33,0.044,19.57,10,109.2,7.44,7.8,229,,,78.8
0.0002,0.003,0.003,0.017,46,2.29,22,900,57,0.402,0.014,140,15,1.06,0.036,20.05,8.75,96.3,7.48,14.2,166,,,74.42
0.0002,0.002,0.003,0.012,34,4.03,21,148,35,0.118,0.01,96,31,1.45,0.012,21.43,9.09,102.8,7.48,14.9,105,,,78.53
0.0002,0.004,0.003,0.013,53,2,13,240,67,0.562,0.017,154,11,1.23,0.057,21.14,8.16,91.8,7.26,12.3,200,2.51,18,78.56
0.0002,0.004,0.003,0.012,43,3.13,17,92,50,0.493,0.019,142,10,1.24,0.068,20.56,8.76,97.5,7.41,10.1,147,1.05,8.8,80.04
0.0002,0.004,0.003,0.014,41,2,19,60,46,0.274,0.01,123,15,1.29,0.03,19.48,8.86,96.4,7.33,12,129,0.96,6.8,83.41
0.0002,0.003,0.003,0.013,42,2,19,800,43,0.314,0.01,127,16,1.34,0.05,19.2,8.3,89.9,7.56,27.5,130,2.57,12,72.77
0.0002,0.012,0.003,0.014,42,3.03,29,3000,41,0.299,0.01,118,15,1.61,0.049,18.97,8.54,92,7.37,21.1,122,1.22,3,70.4
0.0002,0.006,0.005,0.037,81,2.93,19,7000,97,0.496,0.01,242,84,1.44,0.067,18.97,9.11,98.3,7.27,118,285,,,72.13
0.0002,0.005,0.003,0.019,44,2,23,2200,50,0.265,0.01,123,20,3.31,0.046,19.4,8.66,94.2,7.45,26.3,140,3.26,25,71.53
0.0002,0.002,0.003,0.007,24,2,15,212,25,0.055,0.01,75,24,0.956,0.019,21.09,7.75,87.1,7.52,18.1,92,3.41,563,79.05
0.0002,0.002,0.003,0.009,30,2,14,220,31,0.174,0.01,91,14,0.705,0.02,19.16,8.31,89.9,7.01,15.8,95,,,79.02
0.0002,0.004,0.003,0.014,35,2,16,680,34,0.212,0.01,103,38,0.967,0.01,19.22,7.85,85,6.67,45.4,93,2.32,28,70.45
0.0002,0.002,0.003,0.01,21,2,16,1060,21,0.25,0.01,93,61,0.943,0.017,18.07,8.77,92.8,6.56,68.8,68,4.48,55,67.28
0.0002,0.002,0.003,0.008,23,2,10,260,26,0.172,0.01,79,14,0.672,0.013,19.43,8.59,93.2,6.38,24.3,56,2.67,8.7,75.23
0.0002,0.007,0.003,0.014,42,2,14,400,44,0.332,0.01,121,50,0.978,0.01,19.28,8.68,94.1,6.65,89.7,118,,,67.42
0.0002,0.008,0.003,0.01,31,3.88,27,780,28,0.115,0.01,89,21,1.5,0.01,21.17,8.85,99.6,6.81,26.4,94,,,71.57
0.0002,0.004,0.003,0.007,51,2.09,21,460,52,0.25,0.01,134,14,1.43,0.01,19.98,9.26,101.8,6.99,18.5,151,,,76.78
0.0002,0.004,0.003,0.039,55,3.53,29,760,46,2.13,0.01,253,16,1.86,0.018,20.88,8.43,94.4,7.44,23.1,359,2.88,153,70.45
0.0002,0.005,0.003,0.022,51,2,19,54,71,8.68,0.035,267,5,2.06,0.315,23.81,,,7.33,3.14,410,1.9,15,
0.0002,0.003,0.003,0.018,110,2,20,140,130,0.05,0.01,226,1,0.601,0.039,24.08,,,8.68,1.82,364,,,
0.0002,0.002,0.003,0.012,61,2,11,200,80,0.108,0.01,173,7,1.26,0.099,24.57,,,7.31,3.04,252,,,
0.0002,0.003,0.003,0.01,70,2,13,360,68,0.434,0.01,147,75,0.776,0.038,24.04,,,7.38,22,191,,,
0.0002,0.002,0.006,0.008,56,2,12,500,76,0.152,0.01,165,10,0.597,0.108,25.67,,,7.45,2.51,246,2.08,4.1,
0.0002,0.003,0.003,0.007,56,2,11,300,64,0.168,0.029,148,4,0.626,0.431,24.95,,,7.2,2.93,233,0.79,2.6,
0.0002,0.003,0.003,0.007,64,2,15,164,67,0.16,0.01,134,8,0.665,0.042,24.87,,,7.39,3.6,184,0.5,0.43,
0.0002,0.002,0.003,0.007,70,2,17,260,78,0.14,0.01,142,7,0.564,0.082,22.77,,,7.29,4.84,228,2.27,3,
0.0002,0.002,0.003,0.011,58,2,15,980,60,0.314,0.068,168,15,0.66,0.215,21.89,,,7.35,6.02,249,1.09,0.9,
